Species,Weight,Length1,Length2,Length3,Height,Width
Whitefish,540.0,28.5,31.0,34.0,10.74,6.56
Roach,203.0,28.7,30.8,34.02,9.29,4.97
Smelt,20.88,13.99,15.16,16.11,3.05,2.19
Bream,690.0,37.56,40.8,47.4,18.15,6.68
Perch,350.0,35.56,38.5,40.46,10.2,6.39
Smelt,9.8,10.5,11.11,12.12,2.22,1.39
Parkki,95.4,17.28,18.76,20.99,7.85,2.83
Parkki,133.0,18.05,19.66,22.04,8.11,3.13
Parkki,281.19,23.69,25.75,28.84,11.42,4.27
Roach,121.2,19.59,21.21,23.94,6.18,3.33
Perch,135.0,20.0,22.0,23.5,5.88,3.52
Whitefish,275.4,24.58,27.03,29.89,8.31,4.33
Smelt,9.3,10.51,10.97,12.18,2.06,1.19
Parkki,282.0,22.56,24.44,27.26,10.69,3.98
Roach,266.56,24.5,26.46,29.99,8.4,4.68
Bream,728.0,33.18,36.4,42.12,16.89,5.81
Roach,312.0,23.6,25.36,28.0,7.59,4.28
Roach,156.0,21.22,22.88,25.69,6.04,3.9
Smelt,9.02,9.84,10.3,11.41,1.92,1.18
Parkki,196.0,26.6,28.98,32.48,11.95,4.61
Parkki,185.3,20.71,22.56,25.29,10.24,3.72
Smelt,11.59,10.92,11.59,12.73,1.99,1.32
Parkki,409.5,34.5,37.5,42.0,16.63,6.22
Bream,741.2,34.66,38.15,44.25,16.86,6.68
Pike,1350.0,56.16,60.48,64.48,11.54,7.54
Pike,285.0,31.07,33.25,36.86,5.64,4.17
Bream,926.25,35.53,38.95,43.6,17.7,6.41
Roach,132.0,20.46,22.0,24.42,6.84,3.93
Parkki,278.46,23.46,25.5,28.56,11.31,4.23
Pike,540.0,40.1,43.0,45.8,7.79,5.13
Whitefish,286.2,25.55,28.09,31.06,8.63,4.5
Whitefish,880.0,37.07,40.04,43.56,12.94,7.23
Perch,483.16,28.67,30.83,31.96,9.43,5.66
Smelt,13.92,17.28,18.08,20.16,3.17,2.06
Roach,218.0,24.09,25.62,29.21,8.06,4.5
Roach,275.5,22.8,24.7,27.74,8.43,4.27
Perch,1400.0,55.72,60.2,63.28,16.71,10.19
Whitefish,864.0,36.4,39.31,42.77,12.7,7.1
Whitefish,545.4,28.79,31.31,34.34,10.85,6.63
Pike,1732.5,61.95,66.57,71.4,11.35,7.85
Perch,963.0,39.59,42.8,45.48,12.55,7.73
Whitefish,272.7,24.34,26.77,29.59,8.23,4.29
Whitefish,333.54,27.9,30.52,33.57,9.57,5.1
Bream,960.0,47.04,51.2,59.52,24.7,8.93
Whitefish,1050.0,39.16,42.0,45.68,12.97,6.85
Pike,6.63,9.21,9.7,10.69,1.72,1.04
Pike,831.6,48.38,51.84,55.3,8.29,5.81
Parkki,178.5,19.95,21.73,24.36,9.87,3.58
Smelt,12.61,13.52,14.3,15.6,2.85,1.79
Perch,69.0,11.4,12.6,13.5,3.55,1.98
Smelt,18.31,12.7,13.8,14.9,2.7,1.73
Perch,902.0,40.26,42.9,45.43,13.67,8.09
Pike,754.6,43.9,47.04,50.18,7.53,5.27
Bream,1088.0,50.88,56.0,64.96,24.75,9.81
Bream,638.6,32.45,35.54,40.89,15.99,5.44
Roach,153.79,20.02,21.84,24.75,6.86,3.49
Parkki,124.8,18.2,19.76,22.15,8.73,3.03
Pike,602.0,49.7,53.2,56.7,10.21,6.41
Pike,6.23,8.65,9.11,10.04,1.62,0.97
Parkki,321.0,25.68,27.82,31.03,12.16,4.53
Pike,1536.0,53.76,57.6,61.44,9.22,5.9
Roach,74.52,17.82,19.66,21.92,5.72,3.05
Roach,93.09,19.47,21.19,23.75,6.01,3.4
Parkki,480.0,38.4,41.6,46.4,18.19,6.77
Roach,127.2,20.56,22.26,25.12,6.48,3.49
Pike,864.5,43.95,47.05,50.14,8.12,5.62
Roach,312.0,23.6,25.36,28.0,7.59,4.28
Perch,1500.0,59.7,64.5,67.8,17.9,10.92
Smelt,13.3,13.19,14.17,15.04,2.48,1.37
Bream,485.0,26.0,28.81,33.46,13.75,5.12
Perch,121.2,20.2,22.22,23.73,6.17,3.44
Smelt,5.88,6.84,7.2,7.92,1.32,0.69
Perch,218.0,32.7,35.21,37.93,6.07,3.68
Roach,154.56,21.12,22.46,25.63,6.64,3.49
Parkki,175.1,19.57,21.32,23.9,9.68,3.51
Pike,850.5,64.8,69.0,73.05,11.69,7.3
Perch,98.0,15.88,17.64,18.82,5.12,3.26
Parkki,170.0,19.0,20.7,23.2,9.4,3.41
Perch,112.2,19.38,21.42,22.95,5.81,3.63
Parkki,354.9,29.9,32.5,36.4,14.41,5.39
Bream,517.75,30.96,33.79,39.46,15.55,5.56
Parkki,98.0,13.3,14.49,16.24,5.98,2.31
Pike,479.4,37.6,39.95,42.77,6.42,4.19
Pike,561.6,41.7,44.72,47.63,8.1,5.33
Smelt,8.26,10.26,10.73,11.97,1.88,1.22
Pike,1007.0,51.2,54.8,58.41,9.46,6.54
Perch,242.5,24.64,26.68,28.03,7.06,4.43
Bream,580.0,25.44,28.0,32.72,13.09,4.84
Whitefish,1000.0,37.3,40.0,43.5,12.35,6.53
Smelt,10.44,12.96,13.56,15.12,2.37,1.54
Bream,630.2,28.89,31.28,36.06,14.71,4.94
Perch,229.5,22.44,24.48,26.01,7.44,3.8
Roach,406.0,33.6,36.4,40.88,12.43,6.3
Perch,244.4,29.38,31.98,34.06,8.75,5.42
Roach,70.98,15.93,17.11,19.29,5.07,2.64
Roach,147.2,18.86,20.7,23.28,6.47,3.51
Roach,304.5,25.2,27.3,30.66,9.32,4.72
Whitefish,518.4,27.36,29.76,32.64,10.31,6.3
Perch,852.8,38.06,40.56,42.95,12.93,7.65
Smelt,7.32,6.9,7.32,8.04,1.25,0.84
Whitefish,244.8,20.48,22.4,24.64,7.02,3.75
Whitefish,299.88,25.09,27.44,30.18,8.6,4.59
Perch,214.0,32.1,34.56,37.24,5.96,3.61
Perch,79.2,17.03,18.81,20.0,5.58,3.02
Bream,669.5,31.93,34.51,39.86,14.91,5.9
Whitefish,66.0,16.2,17.64,19.8,8.22,2.79
Roach,171.2,21.94,24.08,27.07,7.53,4.09
Whitefish,776.0,32.69,35.31,38.41,11.41,6.38
Parkki,148.5,18.22,19.8,22.18,8.8,3.26
Pike,408.5,33.73,36.1,38.48,6.93,4.35
Parkki,281.19,23.69,25.75,28.84,11.42,4.27
Roach,82.65,17.29,18.81,21.09,5.34,3.02
Whitefish,970.0,36.18,38.8,42.2,11.98,6.33
Parkki,54.0,9.78,10.62,11.88,4.44,1.6
Roach,158.4,20.89,22.27,24.75,6.34,3.76
Bream,346.8,24.38,27.03,31.72,12.63,4.79
Perch,752.1,37.71,40.33,42.84,11.52,6.94
Parkki,154.0,20.9,22.77,25.52,9.39,3.62
Pike,453.6,34.56,36.8,38.96,6.23,3.9
Bream,272.0,23.6,25.6,29.84,11.13,4.06
Pike,1140.0,57.96,62.04,66.12,10.71,7.41
Smelt,31.84,22.08,24.0,25.92,4.69,3.01
Parkki,303.0,24.24,26.26,29.29,11.48,4.28
Whitefish,270.0,24.1,26.5,29.3,8.15,4.25
Parkki,248.43,20.93,22.75,25.48,10.09,3.77
Parkki,147.9,20.2,21.93,24.58,9.93,3.22
Whitefish,189.0,16.87,18.55,20.51,5.7,2.97
Whitefish,744.0,31.34,33.85,36.83,10.94,6.11
Smelt,7.92,9.04,9.44,10.48,1.77,0.93
Roach,158.86,20.68,22.56,25.57,7.08,3.61
Roach,182.0,20.11,21.39,24.39,6.73,3.76
Smelt,13.05,12.31,13.05,14.34,2.24,1.49
Pike,360.0,39.24,42.0,46.56,7.12,5.26
Smelt,10.57,11.34,11.99,13.08,2.39,1.5
Bream,350.2,24.62,27.3,32.03,12.75,4.84
Roach,120.0,13.26,14.1,16.08,4.44,2.48
Parkki,260.0,27.56,29.9,33.54,13.45,4.76
Parkki,390.0,31.2,33.8,37.7,14.78,5.5
Bream,447.2,27.56,30.16,35.36,12.94,5.34
Parkki,72.0,13.04,14.16,15.84,5.92,2.14
Parkki,94.5,17.12,18.59,20.79,7.78,2.81
Roach,171.2,21.94,24.08,27.07,7.53,4.09
Bream,625.6,29.26,32.2,37.35,14.23,5.64
Pike,663.0,52.0,55.25,59.15,8.87,5.8
Pike,490.0,41.16,44.1,47.04,6.82,4.8
Smelt,10.58,12.31,12.96,14.26,2.38,1.24
Parkki,117.0,21.19,23.01,25.74,9.63,3.47
Bream,1330.0,53.2,57.4,65.1,24.67,8.92
Roach,75.9,18.15,20.02,22.33,5.83,3.1
Parkki,85.5,15.48,16.81,18.81,7.03,2.54
Whitefish,378.0,19.95,21.7,23.8,7.52,4.59
Roach,112.0,16.8,18.0,20.0,5.24,2.66
Smelt,10.57,11.34,11.99,13.08,2.39,1.5
Whitefish,648.0,34.2,37.2,40.8,12.89,7.87
Whitefish,77.0,18.9,20.58,23.1,9.59,3.26
Roach,141.4,21.21,22.73,25.25,6.62,3.36
Smelt,14.64,14.52,15.6,16.56,2.73,1.51
Roach,88.0,15.28,16.64,18.48,4.93,2.72
Bream,432.0,19.2,21.0,24.36,9.82,3.65
Parkki,144.0,21.0,22.8,25.56,10.07,3.5
Pike,1765.5,63.13,67.84,72.76,11.57,8.0
Whitefish,1030.0,38.42,41.2,44.8,12.72,6.72
Whitefish,518.4,27.36,29.76,32.64,10.31,6.3
Parkki,202.0,21.41,23.23,26.06,10.45,3.7
Bream,841.75,32.94,35.95,41.22,17.07,6.14
Bream,427.5,26.22,28.5,33.34,13.3,4.6
Parkki,84.6,15.32,16.64,18.61,6.96,2.51
Perch,811.8,36.73,39.6,42.08,11.02,6.56
Whitefish,1120.0,47.18,50.96,55.44,16.47,9.2
Perch,285.0,23.94,25.93,27.26,7.91,4.88
Roach,101.4,22.75,24.44,27.56,7.25,3.78
Roach,141.0,19.18,20.68,23.22,5.46,3.53
Whitefish,1120.0,47.18,50.96,55.44,16.47,9.2
Pike,8.71,12.09,12.74,14.04,2.26,1.36
Roach,435.2,40.0,43.2,48.96,13.71,7.64
Bream,841.5,32.47,35.64,41.18,16.72,6.14
Pike,351.9,36.72,39.27,41.82,6.52,4.06
Pike,793.1,46.14,49.44,52.74,7.91,5.54
Roach,182.52,23.76,25.92,29.38,8.14,4.14
Pike,808.5,47.04,50.4,53.76,8.06,5.64
Whitefish,294.3,26.27,28.89,31.94,8.88,4.63
Bream,910.0,39.52,42.9,49.79,19.32,6.87
Whitefish,82.5,20.25,22.05,24.75,10.27,3.49
Pike,10.05,13.95,14.7,16.2,2.61,1.57
Bream,710.5,31.16,34.3,40.08,16.03,5.93
Whitefish,286.2,25.55,28.09,31.06,8.63,4.5
Bream,300.0,17.22,18.6,21.72,8.62,2.89
Whitefish,1080.0,40.28,43.2,46.98,13.34,7.05
Parkki,154.5,18.95,20.6,23.07,9.16,3.39
Parkki,303.0,24.24,26.26,29.29,11.48,4.28
Smelt,18.12,12.14,13.16,13.98,2.64,1.9
Pike,601.02,45.79,48.76,51.62,8.26,5.16
Whitefish,930.0,34.69,37.2,40.46,11.49,6.07
Whitefish,1400.0,52.22,56.0,60.9,17.3,9.13
Whitefish,55.0,13.5,14.7,16.5,6.85,2.33
Whitefish,283.5,25.31,27.83,30.77,8.55,4.46
Perch,651.0,32.09,34.41,36.64,10.08,5.83
Smelt,9.11,10.4,10.86,12.05,2.04,1.07
Pike,883.5,44.92,48.08,51.24,8.3,5.74
Smelt,9.89,10.61,11.22,12.24,2.24,1.41
Whitefish,540.0,28.5,31.0,34.0,10.74,6.56
Parkki,126.0,22.82,24.78,27.72,10.37,3.74
Bream,409.5,28.98,31.5,36.75,13.3,4.92
Bream,749.0,32.53,35.31,41.2,15.98,5.56
Pike,1565.5,56.56,60.6,64.64,9.7,6.21
Roach,277.44,25.5,27.54,31.21,8.74,4.87
Pike,1045.0,53.13,56.87,60.61,9.82,6.79
Roach,132.0,22.92,24.96,27.72,7.4,4.07
Pike,777.7,45.25,48.48,51.71,7.76,5.43
Roach,160.0,17.68,18.8,21.44,5.92,3.3
Bream,660.0,32.34,35.2,40.92,16.45,5.69
Perch,936.0,37.96,40.56,43.06,11.58,7.79
Parkki,225.0,27.6,30.0,33.6,13.34,4.94
Smelt,9.9,11.19,11.68,12.97,2.19,1.27
Parkki,7.08,9.0,10.08,10.56,2.53,1.69
Pike,282.0,32.71,35.06,37.41,5.91,3.78
Parkki,105.0,12.88,14.0,15.68,6.22,2.3
Pike,497.04,43.6,46.33,49.6,7.94,4.71
Parkki,240.0,25.44,27.6,30.96,12.41,4.4
Whitefish,278.1,24.82,27.3,30.18,8.39,4.38
Parkki,161.5,18.05,19.66,22.04,8.93,3.24
Parkki,306.0,24.48,26.52,29.58,11.6,4.32
Bream,409.5,28.98,31.5,36.75,13.3,4.92
Smelt,12.93,12.83,13.78,14.63,2.41,1.33
Bream,841.5,32.47,35.64,41.18,16.72,6.14
Pike,969.0,49.27,52.73,56.2,9.1,6.29
Whitefish,808.0,34.04,36.76,40.0,11.88,6.64
Smelt,10.4,11.75,12.27,13.62,2.3,1.34
Roach,161.0,22.0,23.4,26.7,6.92,3.63
Perch,77.6,16.68,18.43,19.59,5.47,2.96
Perch,84.15,18.02,19.8,20.79,5.03,2.74
Parkki,382.2,32.2,35.0,39.2,15.52,5.8
Bream,912.0,36.48,39.36,44.64,16.92,6.12
Roach,54.6,12.25,13.16,14.84,3.9,2.03
Perch,208.0,31.2,33.59,36.19,5.79,3.51
Smelt,9.13,11.34,11.87,13.23,2.08,1.35
Perch,130.95,19.4,21.34,22.79,5.7,3.42
Perch,103.4,18.8,20.68,22.09,5.19,3.76
Parkki,82.8,15.0,16.28,18.22,6.81,2.46
Parkki,327.6,27.6,30.0,33.6,13.31,4.97
Whitefish,330.48,27.65,30.24,33.26,9.48,5.06
Pike,180.0,19.62,21.0,23.28,3.56,2.63
Roach,154.0,26.74,29.12,32.34,8.63,4.75
Smelt,9.76,9.2,9.76,10.72,1.67,1.11
Bream,357.0,30.98,33.6,39.16,14.61,5.33
Whitefish,776.0,32.69,35.31,38.41,11.41,6.38
Pike,567.0,42.11,45.15,48.09,8.18,5.39
Pike,279.0,30.41,32.55,36.08,5.52,4.08
Whitefish,980.0,36.55,39.2,42.63,12.11,6.39
Roach,152.0,20.05,21.38,23.75,6.08,3.61
Pike,480.0,40.32,43.2,46.08,6.68,4.7
Roach,0.0,19.95,21.53,23.94,6.8,3.52
Roach,131.6,19.74,21.15,23.5,6.16,3.13
Bream,281.3,23.28,25.51,30.26,12.11,4.18
Pike,739.2,43.01,46.08,49.15,7.37,5.16
Bream,665.0,28.88,31.35,36.57,14.19,4.94
Perch,93.0,15.07,16.74,17.86,4.86,3.09
Perch,127.2,21.2,23.32,24.91,6.48,3.61
Bream,380.0,22.72,24.8,28.96,11.41,4.08
Pike,8.04,11.16,11.76,12.96,2.09,1.26
Bream,476.0,22.26,24.5,28.42,10.83,4.29
Perch,117.3,19.38,21.42,22.95,6.04,3.37
Roach,0.0,17.48,18.86,20.98,5.96,3.08
Parkki,255.0,28.5,31.05,34.8,14.09,5.12
Smelt,11.96,11.86,12.74,13.52,2.23,1.23
Roach,435.0,36.0,39.0,43.8,13.32,6.75
Bream,485.0,27.64,29.78,35.11,13.8,4.81
Bream,806.0,40.95,44.85,51.61,20.18,6.86
Roach,163.5,22.24,23.98,26.92,6.33,4.09
Bream,495.0,26.53,29.4,34.16,14.04,5.23
Parkki,180.0,26.25,28.5,31.95,12.59,4.38
Pike,930.0,33.6,36.0,38.4,5.76,3.69
Perch,265.2,25.91,28.05,29.48,7.31,4.42
Perch,528.2,30.4,32.77,34.67,9.74,6.07
Perch,194.4,24.84,27.0,28.62,6.95,3.98
Smelt,31.52,21.12,22.88,24.32,4.6,3.31
Parkki,5.61,7.12,7.98,8.36,2.01,1.34
Perch,208.0,32.8,36.0,38.4,9.37,5.8
Whitefish,253.8,22.65,24.91,27.54,7.66,3.99
Pike,1330.0,67.62,72.38,77.14,12.5,8.64
Bream,720.0,35.28,38.4,44.64,17.95,6.2
Pike,1001.0,58.24,62.4,66.56,9.98,6.99
Whitefish,306.0,25.6,28.0,30.8,8.78,4.68
Bream,915.75,35.84,39.1,44.85,18.57,6.68
Bream,700.0,30.4,33.0,38.5,14.94,5.2
Parkki,204.0,22.8,24.84,27.84,11.28,4.09
Whitefish,1200.0,50.55,54.6,59.4,17.64,9.86
Roach,136.5,18.56,20.02,22.48,5.28,3.42
Perch,1300.0,51.74,55.9,58.76,15.51,9.46
Parkki,163.8,13.8,15.0,16.8,6.65,2.49
Roach,204.0,22.54,23.97,27.34,7.54,4.21
Bream,860.25,33.67,36.73,42.13,17.44,6.28
Pike,1699.5,60.77,65.3,70.04,11.14,7.7
Whitefish,700.0,26.11,28.0,30.45,8.65,4.57
Pike,577.8,42.91,46.01,49.01,8.33,5.49
Parkki,54.0,9.78,10.62,11.88,4.44,1.6
Whitefish,50.05,12.29,13.38,15.02,6.23,2.12
Perch,1170.0,47.45,50.7,53.82,14.48,9.74
Roach,122.4,18.97,20.4,22.64,6.34,3.65
Roach,0.0,26.6,28.7,31.92,9.07,4.69
Parkki,137.2,18.62,20.29,22.74,8.37,3.23
Parkki,144.0,21.0,22.8,25.56,10.07,3.5
Roach,96.6,23.1,25.48,28.42,7.42,3.95
Parkki,259.35,21.85,23.75,26.6,10.53,3.94
Perch,43.6,15.04,16.35,17.44,4.17,2.65
Perch,272.5,28.23,30.52,32.05,8.52,4.58
Pike,210.0,22.89,24.5,27.16,4.16,3.07
Parkki,158.05,21.58,23.44,26.27,10.61,3.44
Parkki,141.0,17.3,18.8,21.06,8.36,3.1
Pike,408.5,33.73,36.1,38.48,6.93,4.35
Parkki,153.7,20.99,22.79,25.55,10.32,3.35
Parkki,98.1,17.77,19.29,21.58,8.07,2.91
Parkki,186.0,19.72,21.39,23.99,9.62,3.41
Whitefish,189.0,16.87,18.55,20.51,5.7,2.97
Smelt,10.2,11.64,12.15,13.49,2.28,1.2
Perch,54.6,11.76,13.09,13.58,3.64,2.19
Roach,162.61,22.22,23.63,26.97,6.98,3.67
Roach,64.86,15.51,17.11,19.08,4.98,2.65
Whitefish,864.0,45.6,49.6,54.4,17.19,10.5
Whitefish,502.2,26.51,28.83,31.62,9.99,6.1
Bream,999.0,39.1,42.66,48.92,20.25,7.29
Smelt,8.18,10.15,10.62,11.84,1.86,1.21
Pike,1337.5,55.64,59.92,63.88,11.43,7.47
Parkki,117.6,17.15,18.62,20.87,8.22,2.86
Perch,194.0,29.1,31.33,33.76,5.4,3.27
Smelt,5.22,6.48,6.78,7.56,1.19,0.77
Whitefish,824.0,34.71,37.49,40.79,12.11,6.77
Pike,663.0,52.0,55.25,59.15,8.87,5.8
Perch,141.0,19.74,21.62,23.03,4.91,3.41
Parkki,292.11,24.61,26.75,29.96,11.86,4.43
Whitefish,990.0,36.93,39.6,43.06,12.23,6.46
Pike,1689.5,61.04,65.4,69.76,10.46,6.7
Whitefish,776.0,32.69,35.31,38.41,11.41,6.38
Pike,990.0,35.4,38.04,40.8,6.49,4.49
Bream,686.0,31.26,34.3,39.69,15.92,5.48
Parkki,5.37,6.83,7.64,8.01,1.92,1.28
Bream,504.0,22.4,24.5,28.42,11.45,4.26
Perch,214.0,32.1,34.56,37.24,5.96,3.61
Roach,386.1,29.2,31.38,34.65,9.39,5.3
Parkki,300.0,31.8,34.5,38.7,15.52,5.5
Smelt,16.08,14.04,14.88,16.2,2.92,1.52
Smelt,23.64,15.84,17.16,18.24,3.45,2.48
Smelt,8.35,10.37,10.85,12.1,1.9,1.23
Pike,6.23,8.65,9.11,10.04,1.62,0.97
Bream,343.4,29.8,32.32,37.67,14.05,5.12
Roach,102.3,17.76,19.34,21.48,5.74,3.16
Roach,120.0,18.6,20.0,22.2,6.22,3.57
Pike,455.0,38.22,40.95,43.68,6.33,4.46
Pike,291.0,31.72,33.95,37.64,5.76,4.25
Smelt,13.53,11.82,12.52,13.63,2.45,1.28
Parkki,145.6,19.76,21.53,24.13,8.88,3.43
Perch,837.0,34.41,37.2,39.52,10.91,6.72
Roach,127.4,19.11,20.48,22.75,5.96,3.03
Bream,427.5,25.46,28.21,32.97,12.92,4.68
Smelt,8.96,11.12,11.64,12.98,2.04,1.32
Pike,950.0,48.3,51.7,55.1,8.93,6.17
Whitefish,776.0,32.69,35.31,38.41,11.41,6.38
Roach,122.4,18.97,20.4,22.64,6.34,3.65
Smelt,6.86,7.98,8.4,9.24,1.54,0.8
Roach,158.86,20.68,22.56,25.57,7.08,3.61
Whitefish,577.8,30.5,33.17,36.38,11.5,7.02
Parkki,190.0,20.14,21.85,24.51,9.83,3.48
Pike,539.0,31.36,33.6,35.84,5.38,3.76
Pike,1472.0,51.52,55.2,58.88,8.83,5.65
Perch,77.6,16.68,18.43,19.59,5.47,2.96
Pike,2145.0,76.7,82.42,88.4,14.06,9.72
Roach,250.24,23.0,24.84,28.15,7.88,4.39
Whitefish,768.0,32.35,34.94,38.02,11.29,6.31
Parkki,97.2,17.6,19.12,21.38,8.0,2.89
Parkki,144.0,21.0,22.8,25.56,10.07,3.5
Whitefish,1090.0,40.66,43.6,47.42,13.47,7.11
Parkki,147.9,20.2,21.93,24.58,9.93,3.22
Parkki,327.6,27.6,30.0,33.6,13.31,4.97
Perch,75.0,11.4,12.6,13.5,3.42,2.2
Pike,864.0,64.16,68.8,73.28,12.46,8.21
Bream,637.0,30.38,32.83,37.93,14.18,5.61
Pike,1175.0,48.88,52.64,56.12,10.05,6.57
Parkki,251.16,21.16,23.0,25.76,10.2,3.81
Bream,432.0,25.73,28.51,33.31,13.06,4.73
Parkki,190.0,20.14,21.85,24.51,9.83,3.48
Roach,224.0,29.54,31.5,35.0,8.96,5.32
Bream,720.0,32.0,35.0,40.6,16.36,6.09
Perch,970.0,39.87,42.68,45.2,12.11,7.37
Roach,202.8,26.4,28.8,32.64,9.04,4.6
Bream,960.0,47.04,51.2,59.52,23.93,8.27
Smelt,17.08,16.94,18.2,19.32,3.19,1.76
Pike,2080.0,72.8,78.0,83.2,12.48,7.99
Bream,606.0,29.69,32.32,37.57,15.59,5.64
Parkki,156.0,22.75,24.7,27.69,10.91,3.79
Smelt,9.11,10.6,11.16,12.28,2.05,1.07
Perch,191.76,23.05,25.09,26.72,6.87,4.25
Smelt,9.21,10.06,10.53,11.66,1.96,1.2
Bream,855.6,32.55,35.8,41.01,16.77,5.86
Smelt,8.92,9.57,10.12,11.04,2.02,1.27
Pike,455.8,37.63,40.28,42.93,7.73,4.85
Perch,807.5,35.05,38.0,40.18,11.33,6.75
Perch,1218.0,44.4,48.0,50.88,14.86,8.95
Bream,360.4,31.27,33.92,39.54,14.75,5.38
Bream,360.0,17.64,19.2,22.32,8.97,3.1
Parkki,97.2,17.6,19.12,21.38,8.0,2.89
Parkki,138.6,18.81,20.49,22.97,8.45,3.26
Pike,291.0,33.76,36.18,38.61,6.1,3.9
Perch,756.0,37.26,39.96,42.55,11.7,6.77
Smelt,10.49,12.2,12.84,14.12,2.36,1.23
Bream,455.8,28.09,30.74,36.04,13.19,5.44
Bream,864.0,38.4,42.0,48.72,19.63,7.31
Parkki,158.05,21.58,23.44,26.27,10.61,3.44
Whitefish,1080.0,40.28,43.2,46.98,13.34,7.05
Bream,476.0,41.3,44.8,52.22,19.48,7.1
Parkki,168.0,24.5,26.6,29.82,11.75,4.09
Perch,1092.0,42.25,45.5,48.49,14.93,10.13
Pike,1760.0,61.6,66.0,70.4,10.56,6.76
Smelt,11.96,11.86,12.74,13.52,2.23,1.23
Bream,343.4,29.8,32.32,37.67,14.05,5.12
Perch,262.5,26.67,28.88,30.34,7.65,4.79
Smelt,10.09,11.02,11.54,12.77,2.15,1.32
Whitefish,333.54,27.9,30.52,33.57,9.57,5.1
Perch,67.2,15.07,16.7,17.76,4.4,2.82
Bream,696.0,30.53,33.6,39.26,15.71,5.81
Roach,69.69,16.66,18.38,20.5,5.35,2.85
Parkki,82.8,15.0,16.28,18.22,6.81,2.46
Whitefish,244.8,20.48,22.4,24.64,7.02,3.75
Bream,725.0,31.8,35.0,40.9,16.36,6.05
Smelt,11.94,8.28,9.0,9.72,1.76,1.13
Bream,510.0,29.27,31.62,36.92,14.66,4.91
Pike,258.0,21.3,22.8,24.3,4.37,2.75
Pike,7.37,10.23,10.78,11.88,1.91,1.15
Pike,540.6,42.4,45.05,48.23,7.23,4.73
Perch,927.0,38.11,41.2,43.77,12.08,7.44
Perch,197.0,23.5,25.6,27.0,6.56,4.24
Pike,540.6,42.4,45.05,48.23,7.23,4.73
Smelt,10.78,12.54,13.2,14.52,2.42,1.26
Parkki,270.27,22.77,24.75,27.72,10.98,4.1
Smelt,11.83,11.74,12.61,13.39,2.21,1.22
Smelt,8.0,9.94,10.4,11.59,1.82,1.18
Perch,323.2,28.08,30.3,31.92,7.69,4.82
Whitefish,940.0,35.06,37.6,40.89,11.61,6.13
Bream,1202.5,47.06,51.35,58.89,24.38,8.77
Roach,0.0,20.9,22.55,25.08,7.12,3.69
Parkki,312.0,24.96,27.04,30.16,11.82,4.4
Pike,1860.0,67.2,72.0,76.8,11.52,7.37
Smelt,18.51,12.83,13.95,15.07,2.73,1.75
Whitefish,270.0,24.1,26.5,29.3,8.15,4.25
Pike,816.2,47.49,50.88,54.27,8.14,5.7
Smelt,9.6,11.17,11.76,12.94,2.16,1.13
Pike,499.8,39.2,41.65,44.59,6.69,4.37
Parkki,3.54,4.5,5.04,5.28,1.27,0.84
Perch,522.64,30.08,32.43,34.31,9.64,6.0
Bream,720.0,32.0,35.0,40.6,16.36,6.09
Whitefish,856.0,36.06,38.95,42.37,12.58,7.03
Roach,159.5,22.55,24.2,26.73,7.3,3.9
Smelt,11.59,11.49,12.35,13.11,2.16,1.19
Perch,840.0,41.4,44.4,47.28,13.0,7.52
Bream,470.0,25.19,27.92,32.43,13.33,4.96
Roach,408.0,37.5,40.5,45.9,12.85,7.16
Whitefish,550.8,29.07,31.62,34.68,10.96,6.69
Whitefish,1050.0,39.16,42.0,45.68,12.97,6.85
Pike,716.1,41.66,44.64,47.62,7.14,5.0
Pike,618.03,47.09,50.14,53.08,8.49,5.31
Bream,350.2,24.62,27.3,32.03,12.75,4.84
Pike,831.6,48.38,51.84,55.3,8.29,5.81
Roach,174.0,24.6,26.4,29.16,7.96,4.26
Pike,700.0,58.8,63.0,67.2,9.74,6.85
Bream,636.0,31.16,33.92,39.43,15.85,5.48
Perch,245.0,24.89,26.95,28.32,7.14,4.47
Whitefish,1040.0,43.81,47.32,51.48,15.29,8.55
Whitefish,1040.0,43.81,47.32,51.48,15.29,8.55
Bream,993.6,37.8,41.58,47.63,19.48,6.81
Smelt,14.0,15.82,16.52,18.34,3.1,1.8
Parkki,5.37,6.83,7.64,8.01,1.92,1.28
Pike,376.05,39.24,41.97,44.69,6.97,4.33
Smelt,9.57,11.88,12.43,13.86,2.18,1.41
Smelt,9.76,9.2,9.76,10.72,1.67,1.11
Smelt,10.58,11.56,12.1,13.39,2.25,1.38
Whitefish,397.8,33.28,36.4,40.04,11.41,6.09
Pike,210.0,24.36,26.11,27.86,4.4,2.81
Smelt,19.1,13.25,14.4,15.55,2.81,1.8
Perch,637.0,35.77,38.22,40.57,10.91,5.88
Whitefish,214.2,17.92,19.6,21.56,6.14,3.28
Parkki,111.6,16.28,17.67,19.81,7.8,2.71
Pike,1674.0,60.48,64.8,69.12,10.37,6.64
Pike,6.77,9.39,9.9,10.91,1.76,1.06
Parkki,6.49,8.25,9.24,9.68,2.32,1.55
Parkki,156.0,22.75,24.7,27.69,10.91,3.79
Pike,437.76,38.4,40.8,43.68,6.99,4.15
Roach,281.3,23.28,25.22,28.32,8.61,4.36
Whitefish,256.5,22.89,25.17,27.84,7.74,4.04
